,text,labels
256,জানিয়েছে প্রতিমাসে তারা ১২ মিলিয়ন ইউনিক ইউজার পাচ্ছে,0
257,আল্লাহ রাব্বুল আলামীন আমাদের রহম করুন আমীন,0
258,আল্লাহ রাব্বুল আলামীন আমাদের রহম করুন আমীন,3
259,"নিজের অজান্তেই  চোখে পানি এসে গেল, দোয়া রইলো  বোনটির জন্য.....",1
260,"নিজের অজান্তেই  চোখে পানি এসে গেল, দোয়া রইলো  বোনটির জন্য.....",0
261,এই প্রথম এক ফাইল নিয়েছি খেয়ে ভালো ফল পাচ্ছি কিন্তু খাওয়া শেষ হলে আবার কি অবস্থা হবে সেটাই আসল বিষয়,0
262,এই প্রথম এক ফাইল নিয়েছি খেয়ে ভালো ফল পাচ্ছি কিন্তু খাওয়া শেষ হলে আবার কি অবস্থা হবে সেটাই আসল বিষয়,3
263,এত কম দামে এতো ভালো টিভি ভাবাই যায় না,0
264,এত কম দামে এতো ভালো টিভি ভাবাই যায় না,4
265,এটা যথেষ্ঠ পাওয়ারফুল আর এটা ছাড়া অন্য অ্যান্টিভাইরাস ব্যবহার করার তেমন প্রয়োজন হয়নি এখনো,5
266,এটা যথেষ্ঠ পাওয়ারফুল আর এটা ছাড়া অন্য অ্যান্টিভাইরাস ব্যবহার করার তেমন প্রয়োজন হয়নি এখনো,0
267,"এটি নিরাপদ, সহজ এবং দ্রুতগতি সম্পন্ন",0
268,"এটি নিরাপদ, সহজ এবং দ্রুতগতি সম্পন্ন",5
269,মুজিব বর্ষের সবথেকে বড় চমক হবে এটি,0
270,মুজিব বর্ষের সবথেকে বড় চমক হবে এটি,4
271,সেই সাথে উইন্ডোজ ১০ অপারেটিং সিস্টেমে যুক্ত হয়েছে মিক্সড রিয়েলিটি,5
272,সেই সাথে উইন্ডোজ ১০ অপারেটিং সিস্টেমে যুক্ত হয়েছে মিক্সড রিয়েলিটি,0
273,১ টেরাবাইট প্যাকেজ কিনলে মাসে খরচ হবে ৩০ ডলার আর এই প্ল্যানটিই একসঙ্গে এক বছরের জন্য রেজিস্ট্রেশন করলে তা ৩০০ ডলারে পাওয়া যাবে,0
274,১ টেরাবাইট প্যাকেজ কিনলে মাসে খরচ হবে ৩০ ডলার আর এই প্ল্যানটিই একসঙ্গে এক বছরের জন্য রেজিস্ট্রেশন করলে তা ৩০০ ডলারে পাওয়া যাবে,5
275,১ টেরাবাইট প্যাকেজ কিনলে মাসে খরচ হবে ৩০ ডলার আর এই প্ল্যানটিই একসঙ্গে এক বছরের জন্য রেজিস্ট্রেশন করলে তা ৩০০ ডলারে পাওয়া যাবে,4
276,আমার মতে বিপিলের সেরা কেচ,5
277,আমার মতে বিপিলের সেরা কেচ,0
278,এরপর সোশ্যাল মিডিয়ায় ঘটনাটি নিয়ে ব্যাপক আলোচনা-সমালোচনা হয় এবং দিনশেষে অসংখ্য মানুষ আহমেদের পাশে দাঁড়ান যার মধ্যে অ্যামেরিকার প্রেসিডেন্ট বারাক ওবামাও রয়েছেন,0
279,এরপর সোশ্যাল মিডিয়ায় ঘটনাটি নিয়ে ব্যাপক আলোচনা-সমালোচনা হয় এবং দিনশেষে অসংখ্য মানুষ আহমেদের পাশে দাঁড়ান যার মধ্যে অ্যামেরিকার প্রেসিডেন্ট বারাক ওবামাও রয়েছেন,5
280,বাংলাদেশ ভালো খেলুক. হার জিত থাকবেই !,5
281,বাংলাদেশ ভালো খেলুক. হার জিত থাকবেই !,0
282,আমার জীবনের অন্যতম সেরা ভালোবাসা দেখলাম যা আমাদের মত লোভী মানুষের জন্য শিক্ষা।,0
283,আমার জীবনের অন্যতম সেরা ভালোবাসা দেখলাম যা আমাদের মত লোভী মানুষের জন্য শিক্ষা।,1
284,আশা করি গুগল ফটোস আপনি উপভোগ করবেন,0
285,আশা করি গুগল ফটোস আপনি উপভোগ করবেন,5
286,পৃথিবীর বিভিন্ন দেশ থেকে ব্যবসায়ীরা তাদের দেশীয় বিখ্যাত সব পণ্য নিয়ে পশরা সাজান,5
287,পৃথিবীর বিভিন্ন দেশ থেকে ব্যবসায়ীরা তাদের দেশীয় বিখ্যাত সব পণ্য নিয়ে পশরা সাজান,0
288,তার শুধু একটাই কথা – ব্যক্তির চেয়ে দল বড়,0
289,তার শুধু একটাই কথা – ব্যক্তির চেয়ে দল বড়,4
290,তার শুধু একটাই কথা – ব্যক্তির চেয়ে দল বড়,1
291,তার শুধু একটাই কথা – ব্যক্তির চেয়ে দল বড়,2
292,ভালো ব্যাটারি ব্যাকাপ পাওয়ার জন্য মাইক্রোসফট এজ ব্রাউজার অসাধারণ,0
293,ভালো ব্যাটারি ব্যাকাপ পাওয়ার জন্য মাইক্রোসফট এজ ব্রাউজার অসাধারণ,5
294,যে প্রতিরোধী ব্যবস্থা নিয়েছেন এছাড়া উপায়তো নাই।,0
295,যে প্রতিরোধী ব্যবস্থা নিয়েছেন এছাড়া উপায়তো নাই।,1
296,অথচ সফিউল্লাহ ছিলেন তৎকালীণ সেনা প্রধান !,2
297,অথচ সফিউল্লাহ ছিলেন তৎকালীণ সেনা প্রধান !,0
298,"আজকাল পথেঘাটে, রেস্টুরেন্টে এবং বিভিন্ন পাবলিক প্লেসে ফ্রি ওয়াইফাই পাওয়া যায়",0
299,"আজকাল পথেঘাটে, রেস্টুরেন্টে এবং বিভিন্ন পাবলিক প্লেসে ফ্রি ওয়াইফাই পাওয়া যায়",5
300,আপনি কি কখনো ভয়েস কমান্ডের এই সুবিধাটি ব্যবহার করেছেন?,5
301,আপনি কি কখনো ভয়েস কমান্ডের এই সুবিধাটি ব্যবহার করেছেন?,0
302,ইংলিশ মুভি দেখার জন্য বা ডাউনলোড করার জন্য সর্বোউৎকৃষ্ট এ্যাপ হল- ১. মুভি ব্রাউজার,5
303,ইংলিশ মুভি দেখার জন্য বা ডাউনলোড করার জন্য সর্বোউৎকৃষ্ট এ্যাপ হল- ১. মুভি ব্রাউজার,0
304,কারণ বিভিন্ন অপারেটর বিভিন্ন ধরনের গ্রাহকদের জন্য বিভিন্ন অফার দেয়,0
305,কারণ বিভিন্ন অপারেটর বিভিন্ন ধরনের গ্রাহকদের জন্য বিভিন্ন অফার দেয়,5
306,পর্যায়ক্রমে সকল সাপোর্টেড উইন্ডোজ ১০ পিসি এই ফল ক্রিয়েটরস আপডেট নোটিফিকেশন পাবেন,5
307,পর্যায়ক্রমে সকল সাপোর্টেড উইন্ডোজ ১০ পিসি এই ফল ক্রিয়েটরস আপডেট নোটিফিকেশন পাবেন,0
308,এর মাঝে আবার ডারউইন এসে বিবর্তনের কথা বলে বাকিসব জ্ঞানীগুণীদের পুটু মেরে ফানা ফানা করে ফেলল,0
309,এর মাঝে আবার ডারউইন এসে বিবর্তনের কথা বলে বাকিসব জ্ঞানীগুণীদের পুটু মেরে ফানা ফানা করে ফেলল,2
310,এর মাঝে আবার ডারউইন এসে বিবর্তনের কথা বলে বাকিসব জ্ঞানীগুণীদের পুটু মেরে ফানা ফানা করে ফেলল,4
311,আসির্বাদ করি আপনার মনের আসা পুরুন হউক।,0
312,আসির্বাদ করি আপনার মনের আসা পুরুন হউক।,5
313,"বাগেরহাটে ৬ জনের ফাঁসি, ৭ জনের যাবজ্জীবন",1
314,"বাগেরহাটে ৬ জনের ফাঁসি, ৭ জনের যাবজ্জীবন",0
315,পরের দিন সকালে সমুদ্র সৈকতের একদম কাছে বিলাসবহুল সীগাল হোটেলে চেক-ইন করি টিমের সবাই,0
316,পরের দিন সকালে সমুদ্র সৈকতের একদম কাছে বিলাসবহুল সীগাল হোটেলে চেক-ইন করি টিমের সবাই,5
317,আগামী ২রা মে নিউইয়র্কে অনুষ্ঠিতব্য শিক্ষা সম্পর্কিত সফটওয়্যার ও হার্ডওয়্যার মাইক্রোসফট নিজস্ব ব্র্যান্ডের একটি নতুন ল্যাপটপ উন্মোচন করতে পারে,5
318,আগামী ২রা মে নিউইয়র্কে অনুষ্ঠিতব্য শিক্ষা সম্পর্কিত সফটওয়্যার ও হার্ডওয়্যার মাইক্রোসফট নিজস্ব ব্র্যান্ডের একটি নতুন ল্যাপটপ উন্মোচন করতে পারে,0
319,আজ আপনাদের সাথে শেয়ার করলাম শ্রেষ্ঠ হ্যাকিং শেখার বই,0
320,আজ আপনাদের সাথে শেয়ার করলাম শ্রেষ্ঠ হ্যাকিং শেখার বই,5
321,একে এক নতুন আত্মসমর্পণ বলা যায়,0
322,একে এক নতুন আত্মসমর্পণ বলা যায়,1
323,ইউনিটের অন্য মেজর আর ক্যাপ্টেনরা অবশ্য আড়ালে বলাবলি করছিল,0
324,ইউনিটের অন্য মেজর আর ক্যাপ্টেনরা অবশ্য আড়ালে বলাবলি করছিল,2
325,মানুষ হিসেবে দেখলে অভিজিৎ রায়কে কখনো মুক্তচিন্তা-মানবিকতা কোন ইস্যুতেই আপোষ করতে দেখিনি,1
326,মানুষ হিসেবে দেখলে অভিজিৎ রায়কে কখনো মুক্তচিন্তা-মানবিকতা কোন ইস্যুতেই আপোষ করতে দেখিনি,0
327,ক্রেডিট কার্ডের ক্ষেত্রে এ ধরণের ঝামেলা একটু কম,0
328,ক্রেডিট কার্ডের ক্ষেত্রে এ ধরণের ঝামেলা একটু কম,5
329,এই কোডটি নিয়ে অন্য আরেকটি মোবাইলে থাকা হোয়াটসঅ্যাপে আপনার নিজের একাউন্টেই সাইন-ইন করা সম্ভব,5
330,এই কোডটি নিয়ে অন্য আরেকটি মোবাইলে থাকা হোয়াটসঅ্যাপে আপনার নিজের একাউন্টেই সাইন-ইন করা সম্ভব,0
331,মেসির শট ডিফেন্সের দুই পায়ের সামান্য ফাঁকা দিয়েই গোলে গেছে’,0
332,মেসির শট ডিফেন্সের দুই পায়ের সামান্য ফাঁকা দিয়েই গোলে গেছে’,1
333,"আপনি পাক্কা তৃতীয় টার্ম রাষ্ট্রপতি হতে যাছেচন,",0
334,"আপনি পাক্কা তৃতীয় টার্ম রাষ্ট্রপতি হতে যাছেচন,",2
335,পুরোনো দিনের গান গুলা এতো ভালো লাগে কেনো ?,0
336,পুরোনো দিনের গান গুলা এতো ভালো লাগে কেনো ?,4
337,আশায় রইলাম বিশ্ববিদ্যালয় গুলো কয়েকটি শ্রেনীতে বিভক্ত হয়ে গুচ্ছ পদ্দতি চালু করবে।,0
338,আশায় রইলাম বিশ্ববিদ্যালয় গুলো কয়েকটি শ্রেনীতে বিভক্ত হয়ে গুচ্ছ পদ্দতি চালু করবে।,5
339,আছি আলহামদুলিল্লাহ ভালই ছিল সবচেয়ে ভালো লাগছে প্যাকিং করা টা এত সুন্দর করে পেকিং এর আগে আমি কোন প্রোডাক্ট পাইনি প্রোডাক্টটি পেয়ে অনেক সন্তুষ্ট আমি ধন্যবাদ সেলার কে,0
340,আছি আলহামদুলিল্লাহ ভালই ছিল সবচেয়ে ভালো লাগছে প্যাকিং করা টা এত সুন্দর করে পেকিং এর আগে আমি কোন প্রোডাক্ট পাইনি প্রোডাক্টটি পেয়ে অনেক সন্তুষ্ট আমি ধন্যবাদ সেলার কে,4
341,মাইক্রোসফট এজ ব্রাউজারেও নতুন কিছু ফিচার এসেছে,0
342,মাইক্রোসফট এজ ব্রাউজারেও নতুন কিছু ফিচার এসেছে,5
343,অসাধারন....তোমার চমক অব্যাহত থাক...,4
344,অসাধারন....তোমার চমক অব্যাহত থাক...,0
345,"হ্যা ভাই বাংলাদেশে ১৬ টাকায় টি-শার্ট  সম্ভব, তাও আবার অনলাইন শপে...যা একমাত্র ইভ্যালিই করে দেখিয়েছে।",4
346,"হ্যা ভাই বাংলাদেশে ১৬ টাকায় টি-শার্ট  সম্ভব, তাও আবার অনলাইন শপে...যা একমাত্র ইভ্যালিই করে দেখিয়েছে।",0
347,এই লোকটা মরার পর সহিদের মরজাদা পাবে,0
348,এই লোকটা মরার পর সহিদের মরজাদা পাবে,5
349,বলার কিছু নাই আপনাদের এত সুন্দর একটি রিভিউ দেখে সত্যি আমি মুগ্ধ,4
350,বলার কিছু নাই আপনাদের এত সুন্দর একটি রিভিউ দেখে সত্যি আমি মুগ্ধ,0
351,অবৈধ বিহারিদের উচ্ছেদে হাইকোর্টের রায়,0
352,অবৈধ বিহারিদের উচ্ছেদে হাইকোর্টের রায়,1
353,অবৈধ বিহারিদের উচ্ছেদে হাইকোর্টের রায়,5
354,বাংলাদেশের প্রথম নারী স্পিকার এবং এখন পর্যন্ত একমাত্র নারী স্পিকার হলেন শিরীন শারমিন চৌধুরী,5
355,বাংলাদেশের প্রথম নারী স্পিকার এবং এখন পর্যন্ত একমাত্র নারী স্পিকার হলেন শিরীন শারমিন চৌধুরী,0
356,ইভ্যালি এতবড় একটা পণ্য দেবে সেটা আমি কখনো ভাবতে পারিনি ধন্যবাদ ইভ্যালি,0
357,ইভ্যালি এতবড় একটা পণ্য দেবে সেটা আমি কখনো ভাবতে পারিনি ধন্যবাদ ইভ্যালি,4
358,এত ভালো লেখা কিভাবে লেখেন,0
359,এত ভালো লেখা কিভাবে লেখেন,4
360,কত ভালো মনের মানুষ লিজা!,0
361,কত ভালো মনের মানুষ লিজা!,4
362,প্রথম বুলেটটি ছিল বাঙালির প্রতি আস্থার জবাব!,0
363,প্রথম বুলেটটি ছিল বাঙালির প্রতি আস্থার জবাব!,4
364,গল্পটি লাইফকে ৫০ সহজ করে দিতে পারে!,4
365,গল্পটি লাইফকে ৫০ সহজ করে দিতে পারে!,0
366,নতুন ব্যবহারকারীরা এর মাঝে নতুনত্বের মজাও পেতে পারেন,5
367,নতুন ব্যবহারকারীরা এর মাঝে নতুনত্বের মজাও পেতে পারেন,0
368,সাধারণ পোশাক পরেন এবং তার সম্পত্তির ৯০% দান করে দিয়েছেন।,4
369,সাধারণ পোশাক পরেন এবং তার সম্পত্তির ৯০% দান করে দিয়েছেন।,0
370," স্পিকার পদে শিরিন শারমিন চৌধুরীর নির্বাচনের মাধ্যমে বাংলাদেশে এক অভিনব রাজনৈতিক ঘটনা ঘটল - যেখানে দেশের প্রধানমন্ত্রী, বিরোধী নেত্রী ও স্পিকার, তিনটি পদেই আসীন হলেন নারীরা",0
371," স্পিকার পদে শিরিন শারমিন চৌধুরীর নির্বাচনের মাধ্যমে বাংলাদেশে এক অভিনব রাজনৈতিক ঘটনা ঘটল - যেখানে দেশের প্রধানমন্ত্রী, বিরোধী নেত্রী ও স্পিকার, তিনটি পদেই আসীন হলেন নারীরা",4
372,‘লকডাউন’ বাঁচিয়েছে লক্ষ প্রাণ: গবেষণা,0
373,‘লকডাউন’ বাঁচিয়েছে লক্ষ প্রাণ: গবেষণা,5
374,আমি এই টিভি টা কিনেছি দারাজ থেকে ৮ দিন হলো এখন ও পর্যন্ত ভালোই দেখছি বাকিটুকু আল্লাহ মালুম,0
375,আমি এই টিভি টা কিনেছি দারাজ থেকে ৮ দিন হলো এখন ও পর্যন্ত ভালোই দেখছি বাকিটুকু আল্লাহ মালুম,3
376,হাইলাইটস টা দেখে গায়ে কাটা দিল...অসাধারন...😍,4
377,হাইলাইটস টা দেখে গায়ে কাটা দিল...অসাধারন...😍,0
378,সরকারি পৃষ্ঠপোষকতা এবং সহযোগিতা পেলে এসব প্রতিষ্ঠান আরও বেশি কার্যকরী ভূমিকা রাখতে পারবে বলে আশা করা যায়,5
379,সরকারি পৃষ্ঠপোষকতা এবং সহযোগিতা পেলে এসব প্রতিষ্ঠান আরও বেশি কার্যকরী ভূমিকা রাখতে পারবে বলে আশা করা যায়,0
380,"এসব উপহারের মধ্যে রয়েছে একটি সারফেস প্রো ৩, মাইক্রোসফট ব্যান্ড, থ্রিডি প্রিন্টার, অফিস ৩৬৫ সাবস্ক্রিপশন এবং আরও অনেক কিছু",0
381,"এসব উপহারের মধ্যে রয়েছে একটি সারফেস প্রো ৩, মাইক্রোসফট ব্যান্ড, থ্রিডি প্রিন্টার, অফিস ৩৬৫ সাবস্ক্রিপশন এবং আরও অনেক কিছু",4
382,"মাইক্রোসফট সার্ফেস স্টুডিও, যা ক্রিয়েটিভ থেকে প্রফেশনাল সকলের জন্য বিশেষভাবে নির্মিত এবং অ্যাপলের যেকোনো পণ্যের থেকে বেশি প্রোডাক্টিভ হিসেবে বিবেচিত",0
383,"মাইক্রোসফট সার্ফেস স্টুডিও, যা ক্রিয়েটিভ থেকে প্রফেশনাল সকলের জন্য বিশেষভাবে নির্মিত এবং অ্যাপলের যেকোনো পণ্যের থেকে বেশি প্রোডাক্টিভ হিসেবে বিবেচিত",5
384,সেই কুপন জমা দিয়ে সকালে বুফে (আনলিমিটেড) নাস্তা খাওয়া যায়,0
385,সেই কুপন জমা দিয়ে সকালে বুফে (আনলিমিটেড) নাস্তা খাওয়া যায়,5
386,অসাধারণ যা বিপিএলের কোন আসরে এমন ক্যাচ কেউ ধরেনি।,0
387,অসাধারণ যা বিপিএলের কোন আসরে এমন ক্যাচ কেউ ধরেনি।,4
388,গিগাবা্ইট এর মাদারবোর্ড়  1 নাম্বার,0
389,গিগাবা্ইট এর মাদারবোর্ড়  1 নাম্বার,5
390,এই জটিল পরিস্থিতির মধ্যে ভারত ও বাংলাদেশ সতর্ক পদক্ষেপে কোনো প্ররোচনায় পা না দিয়ে নিজেদের মধ্যে সম্পর্কটা বজায় রেখে চ'লেছে - এমনই আমার মনে হ'চ্ছে,0
391,এই জটিল পরিস্থিতির মধ্যে ভারত ও বাংলাদেশ সতর্ক পদক্ষেপে কোনো প্ররোচনায় পা না দিয়ে নিজেদের মধ্যে সম্পর্কটা বজায় রেখে চ'লেছে - এমনই আমার মনে হ'চ্ছে,4
392,৫ দিনের টেস্ট ম্যাচ ৩ দিনেই শেষ।,0
393,৫ দিনের টেস্ট ম্যাচ ৩ দিনেই শেষ।,1
394,৫ দিনের টেস্ট ম্যাচ ৩ দিনেই শেষ।,4
395,তারপরও ইউরোপের বিভিন্ন দেশে নানা রঙের আলোয় সাজানো ‘ক্রিসমাস মেলা’ একটা বিরাট আকর্ষণ,0
396,তারপরও ইউরোপের বিভিন্ন দেশে নানা রঙের আলোয় সাজানো ‘ক্রিসমাস মেলা’ একটা বিরাট আকর্ষণ,4
397,তবে প্রাথমিক পর্যায়ে শনাক্ত করা গেলে এবং নিবিড় প্রশিক্ষণ ও নির্দেশনা পেলে অটিস্টিক শিশুরা বিভিন্ন ক্ষেত্রে সাফল্য পেতে পারে,0
398,তবে প্রাথমিক পর্যায়ে শনাক্ত করা গেলে এবং নিবিড় প্রশিক্ষণ ও নির্দেশনা পেলে অটিস্টিক শিশুরা বিভিন্ন ক্ষেত্রে সাফল্য পেতে পারে,5
399,মন্ত্রমুগ্ধ ন্যু ক্যাম্প,0
400,মন্ত্রমুগ্ধ ন্যু ক্যাম্প,4
401,কত অভাব তবুও মানুষগুলোর কোনো অভিযোগ নেই,4
402,কত অভাব তবুও মানুষগুলোর কোনো অভিযোগ নেই,0
403,মাত্র ৩৬ টাকায় সাথে ফেসওয়াশ ফ্রী,5
404,মাত্র ৩৬ টাকায় সাথে ফেসওয়াশ ফ্রী,0
405,"সেক্ষেত্রে ছবিগুলো রিসাইজড/কমপ্রেসড হয়ে সর্বোচ্চ ১৬ মেগাপিক্সেল পর্যন্ত মান ধরে রাখবে, যা কম্পিউটার ও মোবাইলে ভালভাবে দেখার জন্য যথেষ্ট",0
406,"সেক্ষেত্রে ছবিগুলো রিসাইজড/কমপ্রেসড হয়ে সর্বোচ্চ ১৬ মেগাপিক্সেল পর্যন্ত মান ধরে রাখবে, যা কম্পিউটার ও মোবাইলে ভালভাবে দেখার জন্য যথেষ্ট",5
407,"এই প্রথম বার দেখলাম,,তামিমের এমন ঝড় বেটিং",4
408,"এই প্রথম বার দেখলাম,,তামিমের এমন ঝড় বেটিং",0
409,আমেরিকার পক্ষ কথা বলবেন না উত্তর কোরিয়া এগিয়ে জাও কিম জন কে অনেক ধন্যবাদ তোমার পাশে আছে চীন ও রাশিয়া,2
410,আমেরিকার পক্ষ কথা বলবেন না উত্তর কোরিয়া এগিয়ে জাও কিম জন কে অনেক ধন্যবাদ তোমার পাশে আছে চীন ও রাশিয়া,0
411,ভাই বলে বুঝাতে পারব না কত লাভবান হইছি,4
412,ভাই বলে বুঝাতে পারব না কত লাভবান হইছি,0
413,গুয়ার্দিওলার শেষের শুরু,0
414,গুয়ার্দিওলার শেষের শুরু,2
415,গুয়ার্দিওলার শেষের শুরু,1
416,করোনা পরিস্থিতিতে বিএনপির ত্রাণ কার্যক্রম অব্যাহত,0
417,করোনা পরিস্থিতিতে বিএনপির ত্রাণ কার্যক্রম অব্যাহত,5
418,৭২ দিন পর ক্লাবের অনুশীলনে রোনালদো,0
419,৭২ দিন পর ক্লাবের অনুশীলনে রোনালদো,5
420,"নিষিদ্ধ হচ্ছে জামায়াত, শিবিরের কার্যক্রম বন্ধের ব্যবস্থাও",0
421,"নিষিদ্ধ হচ্ছে জামায়াত, শিবিরের কার্যক্রম বন্ধের ব্যবস্থাও",1
422,"নিষিদ্ধ হচ্ছে জামায়াত, শিবিরের কার্যক্রম বন্ধের ব্যবস্থাও",5
423,নতুন জীবনে চীনের দ্রুততম ট্রেন,0
424,নতুন জীবনে চীনের দ্রুততম ট্রেন,4
425,সালাহর গোলে নাপোলিকে হারিয়ে শেষ ষোলোয় লিভারপুল,0
426,সালাহর গোলে নাপোলিকে হারিয়ে শেষ ষোলোয় লিভারপুল,4
427,আপিল বিভাগে চেম্বার কোর্ট-হাইকোর্টে খুলছে একটি বেঞ্চ,0
428,আপিল বিভাগে চেম্বার কোর্ট-হাইকোর্টে খুলছে একটি বেঞ্চ,5
429,সাংগঠনিক সংস্কারের পথে বিএনপি,0
430,সাংগঠনিক সংস্কারের পথে বিএনপি,5
431,পদক তালিকায় দাপট যুক্তরাষ্ট্রের,0
432,পদক তালিকায় দাপট যুক্তরাষ্ট্রের,4
433,ফ্রাইলিঙ্কের ব্যাটে চিটাগংয়ের নাটকীয় জয়,0
434,ফ্রাইলিঙ্কের ব্যাটে চিটাগংয়ের নাটকীয় জয়,4
435,দেশে প্রথমবারের মতো হতে যাচ্ছে ‘স্বর্ণ মেলা’,4
436,দেশে প্রথমবারের মতো হতে যাচ্ছে ‘স্বর্ণ মেলা’,0
437,"শান্তর সেঞ্চুরি, চার বলে মাশরাফির ৪ উইকেট",0
438,"শান্তর সেঞ্চুরি, চার বলে মাশরাফির ৪ উইকেট",4
439,কাল থেকে শুরু মৈত্রী ঈদ মেলা,0
440,কাল থেকে শুরু মৈত্রী ঈদ মেলা,5
441,রাবিতে বঙ্গবন্ধুর জন্মবার্ষিকী ও জাতীয় শিশুদিবস উদযাপিত,5
442,রাবিতে বঙ্গবন্ধুর জন্মবার্ষিকী ও জাতীয় শিশুদিবস উদযাপিত,0
443,কুড়িগ্রামে নতুন বই পেল ৫৭ লাখ শিক্ষার্থী,0
444,কুড়িগ্রামে নতুন বই পেল ৫৭ লাখ শিক্ষার্থী,4
445,মালদ্বীপকে উড়িয়ে সেমি-ফাইনালে বাংলাদেশ,0
446,মালদ্বীপকে উড়িয়ে সেমি-ফাইনালে বাংলাদেশ,5
447,চারশ ছোঁয়ার ম্যাচে জয়ের নায়কও রাজ্জাক,0
448,চারশ ছোঁয়ার ম্যাচে জয়ের নায়কও রাজ্জাক,4
449,চুল সুন্দর করার সহজ পন্থা,0
450,চুল সুন্দর করার সহজ পন্থা,5
451,করোনা পরিস্থিতিতে জাতীয় টাস্কফোর্স গঠনের দাবি বিএনপির,5
452,করোনা পরিস্থিতিতে জাতীয় টাস্কফোর্স গঠনের দাবি বিএনপির,0
453,মীর কাসেম আলীর ফাঁসির পূর্ণাঙ্গ রায় ট্রাইব্যুনালে,0
454,মীর কাসেম আলীর ফাঁসির পূর্ণাঙ্গ রায় ট্রাইব্যুনালে,1
455,টি-টোয়েন্টিতে অস্ট্রেলিয়াকে হোয়াইটওয়াশ করল পাকিস্তান,0
456,টি-টোয়েন্টিতে অস্ট্রেলিয়াকে হোয়াইটওয়াশ করল পাকিস্তান,4
457,শাবিপ্রবির সমাবর্তনে রেজিস্ট্রেশনের সময় বাড়লো পাঁচ দিন,5
458,শাবিপ্রবির সমাবর্তনে রেজিস্ট্রেশনের সময় বাড়লো পাঁচ দিন,0
459,আব্বাসের পেসে অস্ট্রেলিয়াকে উড়িয়ে দিল পাকিস্তান,0
460,আব্বাসের পেসে অস্ট্রেলিয়াকে উড়িয়ে দিল পাকিস্তান,4
461,মোহামেডানের প্রশংসা চট্টগ্রাম আবাহনী কোচের,0
462,মোহামেডানের প্রশংসা চট্টগ্রাম আবাহনী কোচের,4
463,"শাবিপ্রবিতে সান্ধ্য আইন, শিক্ষার্থীদের প্রতিবাদ",0
464,"শাবিপ্রবিতে সান্ধ্য আইন, শিক্ষার্থীদের প্রতিবাদ",2
465,ফখর-ইমাম জুটিতে বিশ্ব রেকর্ড,0
466,ফখর-ইমাম জুটিতে বিশ্ব রেকর্ড,4
467,‘বাংলাদেশকে নেতৃত্ব দিতে পারে মিরাজ’,0
468,‘বাংলাদেশকে নেতৃত্ব দিতে পারে মিরাজ’,4
469,৭ গোলের রোমাঞ্চে আর্সেনালকে হারাল লিভারপুল,0
470,৭ গোলের রোমাঞ্চে আর্সেনালকে হারাল লিভারপুল,1
471,ভার্চ্যুয়াল কোর্টে কাশিমপুর কারাগারের ১৬ আসামির জামিন,0
472,ভার্চ্যুয়াল কোর্টে কাশিমপুর কারাগারের ১৬ আসামির জামিন,1
473,নেইমারের ‘রিয়ালে যাওয়ার গুজবে’ বিচলিত নয় পিএসজি,0
474,নেইমারের ‘রিয়ালে যাওয়ার গুজবে’ বিচলিত নয় পিএসজি,5
475,এইবারের মাঠেও বিধ্বংসী রিয়াল,0
476,এইবারের মাঠেও বিধ্বংসী রিয়াল,4
477,বিপিএলের উদ্বোধন হবে ‘ইতিহাসের সবচেয়ে জাঁকজমকপূর্ণ’,0
478,বিপিএলের উদ্বোধন হবে ‘ইতিহাসের সবচেয়ে জাঁকজমকপূর্ণ’,4
479,"ব্যাংকে ছাঁটাই নয়, বেতন কমবে",0
480,"ব্যাংকে ছাঁটাই নয়, বেতন কমবে",1
481,"টেন্ডুলকারকে ছুঁয়ে, টেন্ডুলকারের পরে সাকিব",0
482,"টেন্ডুলকারকে ছুঁয়ে, টেন্ডুলকারের পরে সাকিব",4
483,চার মাস পর মেয়ের বাসায় বাবা,5
484,চার মাস পর মেয়ের বাসায় বাবা,0
485,চার মাস পর মেয়ের বাসায় বাবা,1
486,"জার্মানির বিশ্বকাপ দলে নয়ার, নেই গোটসে",0
487,"জার্মানির বিশ্বকাপ দলে নয়ার, নেই গোটসে",1
488,টানা ৫৫ হারের পর জয়,4
489,টানা ৫৫ হারের পর জয়,0
490,লা লিগায় বার্সার আরেক রেকর্ড,4
491,লা লিগায় বার্সার আরেক রেকর্ড,0
492,ঘরে বসেই পছন্দের পোশাক!,0
493,ঘরে বসেই পছন্দের পোশাক!,4
494,আগুয়েরোর রেকর্ড হ্যাটট্রিকে চেলসিকে উড়িয়ে দিল সিটি,0
495,আগুয়েরোর রেকর্ড হ্যাটট্রিকে চেলসিকে উড়িয়ে দিল সিটি,4
496,কিশোরগঞ্জে শিশু ধর্ষণ মামলায় ৪ জনের যাবজ্জীবন,1
497,কিশোরগঞ্জে শিশু ধর্ষণ মামলায় ৪ জনের যাবজ্জীবন,0
498,নিষেধাজ্ঞা উঠলেও গুগলে ‘না’ হুয়াওয়ের,0
499,নিষেধাজ্ঞা উঠলেও গুগলে ‘না’ হুয়াওয়ের,4
500,আবারও আলোচনায় নির্বাচনকালীন সহায়ক সরকার,2
501,আবারও আলোচনায় নির্বাচনকালীন সহায়ক সরকার,0
502,বিআইডব্লিউটিএ’র সাবেক কর্মকর্তা সালামের ৭ বছরের দণ্ড,1
